ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_SALES,REVENUE
10155,32,100,13,"4,526.08",10/6/2003,Shipped,4,10,2003,Classic Cars,136.00,S10_4757,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,3200,102400
10167,44,100,9,"5,924.16",10/23/2003,Cancelled,4,10,2003,Classic Cars,136.00,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,4400,193600
10178,24,100,12,"3,492.48",11/8/2003,Shipped,4,11,2003,Classic Cars,136.00,S10_4757,Alpha Cognac,61776555,1 rue Alsace-Lorraine,,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium,2400,57600
10186,26,100,9,"3,854.24",11/14/2003,Shipped,4,11,2003,Classic Cars,136.00,S10_4757,"Double Decker Gift Stores, Ltd",171 555-7555,120 Hanover Sq.,,London,,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,2600,67600
10197,45,100,6,"5,324.40",11/26/2003,Shipped,4,11,2003,Classic Cars,136.00,S10_4757,Enaco Distributors,93 203 4555,"Rambla de Catalu兀, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Medium,4500,202500
10209,39,100,8,"5,197.92",1/9/2004,Shipped,1,1,2004,Classic Cars,136.00,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium,3900,152100
10222,49,100,12,"5,997.60",2/19/2004,Shipped,1,2,2004,Classic Cars,136.00,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,NA,Thompson,Valarie,Medium,4900,240100
10248,20,100,3,"2,910.40",5/7/2004,Cancelled,2,5,2004,Classic Cars,136.00,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2000,40000
10261,27,100,1,"3,378.24",6/17/2004,Shipped,2,6,2004,Classic Cars,136.00,S10_4757,Quebec Home Shopping Network,514 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,2700,72900
10273,30,100,4,"3,508.80",7/21/2004,Shipped,3,7,2004,Classic Cars,136.00,S10_4757,Petit Auto,02 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,3000,90000
10283,25,100,6,"2,992.00",8/20/2004,Shipped,3,8,2004,Classic Cars,136.00,S10_4757,"Royal Canadian Collectables, Ltd.",604 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,2500,62500
10295,24,100,1,"3,427.20",9/10/2004,Shipped,3,9,2004,Classic Cars,136.00,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,2400,57600
10307,22,100,9,"2,692.80",10/14/2004,Shipped,4,10,2004,Classic Cars,136.00,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small,2200,48400
10316,33,100,17,"4,128.96",11/1/2004,Shipped,4,11,2004,Classic Cars,136.00,S10_4757,giftsbymail.co.uk,198 555-8888,Garden House Crowther Way,,Cowes,IsleNNAAofNNAAWight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,3300,108900
10325,47,64.93,6,"3,051.71",11/5/2004,Shipped,4,11,2004,Classic Cars,136.00,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,3051.71,143430.37
10337,25,48.05,8,"1,201.25",11/21/2004,Shipped,4,11,2004,Classic Cars,136.00,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,SuiteNA750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small,1201.25,30031.25
10350,26,75.47,5,"1,962.22",12/2/2004,Shipped,4,12,2004,Classic Cars,136.00,S10_4757,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,1962.22,51017.72
10359,48,54.68,6,"2,624.64",12/15/2004,Shipped,4,12,2004,Classic Cars,136.00,S10_4757,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2624.64,125982.72
10373,39,100,3,"4,046.25",1/31/2005,Shipped,1,1,2005,Classic Cars,136.00,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,3900,152100
10384,34,100,4,"4,846.70",2/23/2005,Shipped,1,2,2005,Classic Cars,136.00,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium,3400,115600
10395,32,100,2,"3,370.56",3/17/2005,Shipped,1,3,2005,Classic Cars,136.00,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,3200,102400
10400,64,100,9,"9,661.44",4/1/2005,Shipped,2,4,2005,Classic Cars,136.00,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Large,6400,409600
10414,19,100,3,"2,764.88",5/6/2005,On Hold,2,5,2005,Classic Cars,136.00,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small,1900,36100
10103,42,100,4,"5,398.26",1/29/2003,Shipped,1,1,2003,Classic Cars,147.00,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,4200,176400
10114,31,100,8,"4,305.28",4/1/2003,Shipped,2,4,2003,Classic Cars,147.00,S10_4962,"La Corne D'abondance, Co.",1 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,3100,96100
10126,22,100,4,"3,347.74",5/28/2003,Shipped,2,5,2003,Classic Cars,147.00,S10_4962,"Corrida Auto Replicas, Ltd",91 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Medium,2200,48400
10140,26,100,4,"3,188.12",7/24/2003,Shipped,3,7,2003,Classic Cars,147.00,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,2600,67600
10150,20,100,1,"3,191.20",9/19/2003,Shipped,3,9,2003,Classic Cars,147.00,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,2000,40000
10164,21,100,2,"3,536.82",10/21/2003,Resolved,4,10,2003,Classic Cars,147.00,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,2100,44100
10175,33,100,9,"5,362.83",11/6/2003,Shipped,4,11,2003,Classic Cars,147.00,S10_4962,"Stylish Desk Decors, Co.",171 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium,3300,108900
10183,28,100,1,"3,433.36",11/13/2003,Shipped,4,11,2003,Classic Cars,147.00,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium,2800,78400
10194,26,100,4,"4,263.74",11/25/2003,Shipped,4,11,2003,Classic Cars,147.00,S10_4962,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,2600,67600
10207,31,100,15,"4,076.19",12/9/2003,Shipped,4,12,2003,Classic Cars,147.00,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium,3100,96100
10217,48,100,4,"7,020.48",2/4/2004,Shipped,1,2,2004,Classic Cars,147.00,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Large,4800,230400
10229,50,100,9,"6,426.50",3/11/2004,Shipped,1,3,2004,Classic Cars,147.00,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,5000,250000
10245,28,100,2,"4,591.72",5/4/2004,Shipped,2,5,2004,Classic Cars,147.00,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium,2800,78400
10259,26,100,12,"4,033.38",6/15/2004,Shipped,2,6,2004,Classic Cars,147.00,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2ndNAFloor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,2600,67600
10270,32,100,2,"4,302.08",7/19/2004,Shipped,3,7,2004,Classic Cars,147.00,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",LevelNA6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,3200,102400
10281,44,100,9,"7,020.64",8/19/2004,Shipped,3,8,2004,Classic Cars,147.00,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Large,4400,193600
10291,30,100,4,"3,855.90",9/8/2004,Shipped,3,9,2004,Classic Cars,147.00,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,3000,90000
10305,38,100,13,"6,680.78",10/13/2004,Shipped,4,10,2004,Classic Cars,147.00,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,3800,144400
10313,40,100,7,"6,678.00",10/22/2004,Shipped,4,10,2004,Classic Cars,147.00,S10_4962,Canadian Gift Exchange Network,604 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,4000,160000
10322,46,61.99,8,"2,851.54",11/4/2004,Shipped,4,11,2004,Classic Cars,147.00,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Small,2851.54,131170.84
10334,26,100,2,"3,188.12",11/19/2004,On Hold,4,11,2004,Classic Cars,147.00,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,2600,67600
10347,27,100,2,"4,428.00",11/29/2004,Shipped,4,11,2004,Classic Cars,147.00,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,LevelNA3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2700,72900
10357,43,100,9,"5,780.92",12/10/2004,Shipped,4,12,2004,Classic Cars,147.00,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,4300,184900
10370,35,65.63,4,"2,297.05",1/20/2005,Shipped,1,1,2005,Classic Cars,147.00,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2297.05,80396.75
10381,37,100,6,"6,231.54",2/17/2005,Shipped,1,2,2005,Classic Cars,147.00,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Medium,3700,136900
10391,37,46.9,7,"1,735.30",3/9/2005,Shipped,1,3,2005,Classic Cars,147.00,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,1735.3,64206.1
10411,27,100,2,"4,427.73",5/1/2005,Shipped,2,5,2005,Classic Cars,147.00,S10_4962,Quebec Home Shopping Network,514 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,2700,72900
10425,38,100,12,"5,894.94",5/31/2005,In Process,2,5,2005,Classic Cars,147.00,S10_4962,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3800,144400
10108,33,100,6,"5,265.15",3/3/2003,Shipped,1,3,2003,Classic Cars,194.00,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,3300,108900
10122,42,100,10,"7,599.90",5/8/2003,Shipped,2,5,2003,Classic Cars,194.00,S12_1099,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Large,4200,176400
10135,42,100,7,"8,008.56",7/2/2003,Shipped,3,7,2003,Classic Cars,194.00,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,4200,176400
10147,48,100,7,"9,245.76",9/5/2003,Shipped,3,9,2003,Classic Cars,194.00,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Large,4800,230400
10159,41,100,2,"8,296.35",10/10/2003,Shipped,4,10,2003,Classic Cars,194.00,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Large,4100,168100
10169,30,100,2,"5,019.90",11/4/2003,Shipped,4,11,2003,Classic Cars,194.00,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,LevelNA15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,3000,90000
10181,27,100,14,"5,411.07",11/12/2003,Shipped,4,11,2003,Classic Cars,194.00,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,2700,72900
10191,21,100,3,"3,840.90",11/20/2003,Shipped,4,11,2003,Classic Cars,194.00,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,2100,44100
10203,20,100,8,"3,930.40",12/2/2003,Shipped,4,12,2003,Classic Cars,194.00,S12_1099,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2000,40000
10211,41,100,2,"7,498.90",1/15/2004,Shipped,1,1,2004,Classic Cars,194.00,S12_1099,Auto Canal Petit,1 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Large,4100,168100
10225,27,100,9,"4,517.91",2/22/2004,Shipped,1,2,2004,Classic Cars,194.00,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2700,72900
10238,28,100,3,"5,774.72",4/9/2004,Shipped,2,4,2004,Classic Cars,194.00,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2800,78400
10253,24,100,13,"3,922.56",6/1/2004,Cancelled,2,6,2004,Classic Cars,194.00,S12_1099,"UK Collectables, Ltd.",171 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,2400,57600
10266,44,100,14,"9,160.36",7/6/2004,Shipped,3,7,2004,Classic Cars,194.00,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,4400,193600
10276,50,100,3,"9,631.00",8/2/2004,Shipped,3,8,2004,Classic Cars,194.00,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Large,5000,250000
10287,21,100,12,"3,432.24",8/30/2004,Shipped,3,8,2004,Classic Cars,194.00,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,2100,44100
10300,33,100,5,"5,521.89",10/4/2003,Shipped,4,10,2003,Classic Cars,194.00,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,3300,108900
10310,33,100,10,"6,934.62",10/16/2004,Shipped,4,10,2004,Classic Cars,194.00,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,3300,108900
10320,31,100,3,"6,876.11",11/3/2004,Shipped,4,11,2004,Classic Cars,194.00,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,3100,96100
10329,41,71.47,5,"2,930.27",11/15/2004,Shipped,4,11,2004,Classic Cars,194.00,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,2930.27,120141.07
10341,45,79.65,2,"3,584.25",11/24/2004,Shipped,4,11,2004,Classic Cars,194.00,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,3584.25,161291.25
10363,33,85.39,3,"2,817.87",1/6/2005,Shipped,1,1,2005,Classic Cars,194.00,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,2817.87,92989.71
10375,45,76,7,"3,420.00",2/3/2005,Shipped,1,2,2005,Classic Cars,194.00,S12_1099,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,3420,153900
10389,26,99.04,4,"2,575.04",3/3/2005,Shipped,1,3,2005,Classic Cars,194.00,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2575.04,66951.04
10419,12,100,13,"1,961.28",5/17/2005,Shipped,2,5,2005,Classic Cars,194.00,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,1200,14400
10105,41,100,15,"8,690.36",2/11/2003,Shipped,1,2,2003,Classic Cars,207.00,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large,4100,168100
10117,33,100,9,"6,034.38",4/16/2003,Shipped,2,4,2003,Classic Cars,207.00,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,3300,108900
10127,46,100,2,"11,279.20",6/3/2003,Shipped,2,6,2003,Classic Cars,207.00,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,SuiteNA400,NYC,NY,10022,USA,NA,Young,Jeff,Large,4600,211600
10142,33,100,12,"8,023.29",8/8/2003,Shipped,3,8,2003,Classic Cars,207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,3300,108900
10153,20,100,11,"4,904.00",9/28/2003,Shipped,3,9,2003,Classic Cars,207.00,S12_1108,Euro Shopping Channel,91 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2000,40000
10165,44,100,3,"8,594.52",10/22/2003,Shipped,4,10,2003,Classic Cars,207.00,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Large,4400,193600
10176,33,100,2,"7,474.50",11/6/2003,Shipped,4,11,2003,Classic Cars,207.00,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Large,3300,108900
10185,21,100,13,"3,883.74",11/14/2003,Shipped,4,11,2003,Classic Cars,207.00,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,2100,44100
10196,47,100,5,"8,887.70",11/26/2003,Shipped,4,11,2003,Classic Cars,207.00,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Large,4700,220900
10208,46,100,13,"8,602.92",1/2/2004,Shipped,1,1,2004,Classic Cars,207.00,S12_1108,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large,4600,211600
10220,32,100,2,"7,181.44",2/12/2004,Shipped,1,2,2004,Classic Cars,207.00,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,FloorNANo.NA4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Large,3200,102400
10231,42,100,2,"8,378.58",3/19/2004,Shipped,1,3,2004,Classic Cars,207.00,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Large,4200,176400
10247,44,100,2,"10,606.20",5/5/2004,Shipped,2,5,2004,Classic Cars,207.00,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Large,4400,193600
10272,35,100,2,"5,818.40",7/20/2004,Shipped,3,7,2004,Classic Cars,207.00,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium,3500,122500
10282,41,100,5,"7,071.27",8/20/2004,Shipped,3,8,2004,Classic Cars,207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Large,4100,168100
10293,46,100,8,"8,411.56",9/9/2004,Shipped,3,9,2004,Classic Cars,207.00,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Large,4600,211600
10306,31,100,13,"6,570.76",10/14/2004,Shipped,4,10,2004,Classic Cars,207.00,S12_1108,"AV Stores, Co.",171 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,3100,96100
10314,38,100,5,"7,975.44",10/22/2004,Shipped,4,10,2004,Classic Cars,207.00,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Large,3800,144400
10325,42,64,8,"2,688.00",11/5/2004,Shipped,4,11,2004,Classic Cars,207.00,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2688,112896
10336,33,57.22,10,"1,888.26",11/20/2004,Shipped,4,11,2004,Classic Cars,207.00,S12_1108,"La Corne D'abondance, Co.",1 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,1888.26,62312.58
10348,48,52.36,8,"2,513.28",11/1/2004,Shipped,4,11,2004,Classic Cars,207.00,S12_1108,"Corrida Auto Replicas, Ltd",91 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Small,2513.28,120637.44
10359,42,100,8,"4,764.48",12/15/2004,Shipped,4,12,2004,Classic Cars,207.00,S12_1108,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,4200,176400
10371,32,100,6,"3,560.64",1/23/2005,Shipped,1,1,2005,Classic Cars,207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3200,102400
10382,34,100,10,"3,823.64",2/17/2005,Shipped,1,2,2005,Classic Cars,207.00,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,3400,115600
10395,33,69.12,1,"2,280.96",3/17/2005,Shipped,1,3,2005,Classic Cars,207.00,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,2280.96,75271.68
10413,36,100,2,"8,677.80",5/5/2005,Shipped,2,5,2005,Classic Cars,207.00,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Large,3600,129600
10103,27,100,8,"3,394.98",1/29/2003,Shipped,1,1,2003,Trucks and Buses,136.00,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,2700,72900
10113,21,100,2,"3,415.44",3/26/2003,Shipped,1,3,2003,Trucks and Buses,136.00,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,2100,44100
10126,21,100,8,"2,439.57",5/28/2003,Shipped,2,5,2003,Trucks and Buses,136.00,S12_1666,"Corrida Auto Replicas, Ltd",91 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Small,2100,44100
10140,38,100,8,"4,829.80",7/24/2003,Shipped,3,7,2003,Trucks and Buses,136.00,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium,3800,144400
10150,30,100,5,"4,100.10",9/19/2003,Shipped,3,9,2003,Trucks and Buses,136.00,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,3000,90000
10164,49,100,6,"6,563.06",10/21/2003,Resolved,4,10,2003,Trucks and Buses,136.00,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,4900,240100
10174,43,100,1,"6,817.22",11/6/2003,Shipped,4,11,2003,Trucks and Buses,136.00,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,4300,184900
10183,41,100,5,"6,163.94",11/13/2003,Shipped,4,11,2003,Trucks and Buses,136.00,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Medium,4100,168100
